"Area","Date","Daily-Confirmed","Daily-Deceased","Daily-Other","Daily-Recovered","Daily-Tested","Daily-Vaccinated1","Daily-Vaccinated2","7DMA-Confirmed","7DMA-Deceased","7DMA-Other","7DMA-Recovered","7DMA-Tested","7DMA-Vaccinated1","7DMA-Vaccinated2","Total-Confirmed","Total-Deceased","Total-Others","Total-Recovered","Total-Tested","Total-Vaccinated1","Total-Vaccinated2"
"INDIA","2021-06-19","58615","1574","19","87548","1811446","3785805","518984","442331","16334","235","722528","12886609","20793625","2704899","29881407","386741","11797","28758502","391019083","225687086","51006486"
"INDIA","2021-06-20","52978","1424","24","78189","1388699","3054688","288638","424308","13836","180","681143","12783156","22372102","2815495","29934385","388165","11821","28836691","392407782","228741774","51295124"
"INDIA","2021-06-21","42683","1167","9","82031","1664360","7939714","789589","406983","12270","138","645798","12696158","26514742","3207387","29977068","389332","11830","28918722","394072142","236681488","52084713"
"INDIA","2021-06-22","50817","1359","20","68697","1901056","5213016","660294","395583","11089","141","606719","12666227","29212578","3454914","30027885","390691","11850","28987419","395973198","241894504","52745007"
"INDIA","2021-06-23","54309","1323","17","69187","1859469","6330421","656096","382603","10083","133","572006","12594447","32376845","3729932","30082194","392014","11867","29056606","397832667","248224925","53401103"
"INDIA","2021-06-24","51659","1328","14","64369","1735781","5512946","809770","371826","9820","129","547875","12400752","34864255","4124090","30133853","393342","11881","29120975","399568448","253737871","54210873"
"INDIA","2021-06-25","48768","1183","15","64819","2243444","6096901","1000281","359829","9358","118","514840","12604255","37933491","4723652","30182621","394525","11896","29185794","401811892","259834772","55211154"
"INDIA","2021-06-26","49844","1258","23","57866","2453209","5549787","1164364","351058","9042","122","485158","13246018","39697473","5369032","30232465","395783","11919","29243660","404265101","265384559","56375518"
"INDIA","2021-06-27","46523","978","18","58563","2106178","1549319","353901","344603","8596","116","465532","13963497","38192104","5434295","30278988","396761","11937","29302223","406371279","266933878","56729419"
"INDIA","2021-06-28","37070","907","19","57016","1768008","4197459","1168754","338990","8336","126","440517","14067145","34449849","5813460","30316058","397668","11956","29359239","408139287","271131337","57898173"
"INDIA","2021-06-29","46104","819","6","60789","1960757","2882263","942754","334277","7796","112","432609","14126846","32119096","6095920","30362162","398487","11962","29420028","410100044","274013600","58840927"
"INDIA","2021-06-30","48606","1002","16","61813","1921450","2086280","775212","328574","7475","111","425235","14188827","27874955","6215036","30410768","399489","11978","29481841","412021494","276099880","59616139"
"INDIA","2021-07-01","46781","857","21","59054","2230026","3354211","1006002","323696","7004","118","419920","14683072","25716220","6411268","30457549","400346","11999","29540895","414251520","279454091","60622141"
"INDIA","2021-07-02","44187","737","109","57497","2164943","3289358","1245701","319115","6558","212","412598","14604571","22908677","6656688","30501736","401083","12108","29598392","416416463","282743449","61867842"
"INDIA","2021-07-03","43027","950","33","52270","1838490","4393712","2216303","312298","6250","222","407002","13989852","21752602","7708627","30544763","402033","12141","29650662","418254953","287137161","64084145"
"INDIA","2021-07-04","40150","725","9","42342","1522504","1186521","484219","305925","5997","213","390781","13406178","21389804","7838945","30584913","402758","12150","29693004","419777457","288323682","64568364"
"INDIA","2021-07-05","34026","552","21","51933","1647424","2848708","1812858","302881","5642","215","385698","13285594","20041053","8483049","30618939","403310","12171","29744937","421424881","291172390","66381222"
"INDIA","2021-07-06","43964","930","5","47054","1907216","2534442","1235494","300741","5753","214","371963","13232053","19693232","8775789","30662903","404240","12176","29791991","423332097","293706832","67616716"
"INDIA","2021-07-07","45701","819","14","44529","1893800","2183038","1340963","297836","5570","212","354679","13204403","19789990","9341540","30708604","405059","12190","29836520","425225897","295889870","68957679"
"INDIA","2021-07-08","43504","908","26","44204","1790708","2789043","1354630","294559","5621","217","339829","12765085","19224822","9690168","30752108","405967","12216","29880724","427016605","298678913","70312309"
"INDIA","2021-07-09","42660","1207","15","45291","2025365","2063829","1141217","293032","6091","123","327623","12625507","17999293","9585684","30794768","407174","12231","29926015","429041970","300742742","71453526"
"INDIA","2021-07-10","41494","898","10","41511","1843500","2428756","1407562","291499","6039","100","316864","12630517","16034337","8776943","30836262","408072","12241","29967526","430885470","303171498","72861088"
"INDIA","2021-07-11","37654","720","13","39688","1432343","847354","472561","289003","6034","104","314210","12540356","15695170","8765285","30873916","408792","12254","30007214","432317813","304018852","73333649"
"INDIA","2021-07-12","30818","2024","6","47544","1740325","2593929","1521216","285795","7506","89","309821","12633257","15440391","8473643","30904734","410816","12260","30054758","434058138","306612781","74854865"
"INDIA","2021-07-13","40314","625","14","42436","1915501","4774758","1455531","282145","7201","98","305203","12641542","17680707","8693680","30945048","411441","12274","30097194","435973639","311387539","76310396"
"INDIA","2021-07-14","41759","578","14","39293","2038319","2141963","1500593","278203","6960","98","299967","12786061","17639632","8853310","30986807","412019","12288","30136487","438011958","313529502","77810989"
"INDIA","2021-07-15","39071","544","23","39827","2011281","2586687","1416589","273770","6596","95","295590","13006634","17437276","8915269","31025878","412563","12311","30176314","440023239","316116189","79227578"
"INDIA","2021-07-16","38117","560","10","43878","1998715","2549037","1803075","269227","5949","90","294177","12979984","17922484","9577127","31063995","413123","12321","30220192","442021954","318665226","81030653"
"INDIA","2021-07-17","41283","517","20","42051","1936709","3228536","2007300","269016","5568","100","294717","13073193","18722264","10176865","31105278","413640","12341","30262243","443958663","321893762","83037953"
"INDIA","2021-07-18","38330","501","20","38545","1463593","1050674","499104","269692","5349","107","293574","13104443","18925584","10203408","31143608","414141","12361","30300788","445422256","322944436","83537057"
"INDIA","2021-07-19","29420","372","18","45356","1918877","3448347","1916561","268294","3697","119","291386","13282995","19780002","10598753","31173028","414513","12379","30346144","447341133","326392783","85453618"
"INDIA","2021-07-20","42128","3998","17","36876","1852140","2323429","1302625","270108","7070","122","285826","13219634","17328673","10445847","31215156","418511","12396","30383020","449193273","328716212","86756243"
"INDIA","2021-07-21","41687","510","8","38891","1718439","1543000","835696","270036","7002","116","285424","12899754","16729710","9780950","31256843","419021","12404","30421911","450911712","330259212","87591939"
"INDIA","2021-07-22","34863","480","6","38403","2027833","3685939","1879940","265828","6938","99","284000","12916306","17828962","10244301","31291706","419501","12410","30460314","452939545","333945151","89471879"
"INDIA","2021-07-23","39501","542","2","35145","1631266","2874665","1590566","267212","6920","91","275267","12548857","18154590","10031792","31331207","420043","12412","30495459","454570811","336819816","91062445"
"INDIA","2021-07-24","40286","541","6","40038","1718756","3567879","1700724","266215","6944","77","273254","12330904","18493933","9725216","31371493","420584","12418","30535497","456289567","340387695","92763169"
"INDIA","2021-07-25","38179","411","10","35945","1154444","1415012","630125","266064","6854","67","270654","12021755","18858271","9856237","31409672","420995","12428","30571442","457444011","341802707","93393294"
"INDIA","2021-07-26","30820","418","12","42503","1720110","4713442","2002952","267464","6900","61","267801","11822988","20123366","9942628","31440492","421413","12440","30613945","459164121","346516149","95396246"
"INDIA","2021-07-27","42971","641","29","41653","1736857","2807912","1436352","268307","3543","73","272578","11707705","20607849","10076355","31483463","422054","12469","30655598","460900978","349324061","96832598"
"INDIA","2021-07-28","43165","640","8","38537","1728795","3221210","1328388","269785","3673","73","272224","11718061","22286059","10569047","31526628","422694","12477","30694135","462629773","352545271","98160986"
"INDIA","2021-07-29","44671","549","18","42115","2020950","3595468","1732029","279593","3742","85","275936","11711178","22195588","10421136","31571299","423243","12495","30736250","464650723","356140739","99893015"
"INDIA","2021-07-30","41499","598","18","37320","1776315","3679574","1805151","281591","3798","101","278111","11856227","23000497","10635721","31612798","423841","12513","30773570","466427038","359820313","101698166"
"INDIA","2021-07-31","41943","542","13","39487","1789472","6985847","1794270","283248","3799","108","277560","11926943","26418465","10729267","31654741","424383","12526","30813057","468216510","366806160","103492436"
"INDIA","2021-08-01","40629","424","14","36628","1428984","1188426","736617","285698","3812","112","278243","12201483","26191879","10835759","31695370","424807","12540","30849685","469645494","367994586","104229053"
"INDIA","2021-08-02","30085","420","19","39120","1649295","4632340","1688135","284963","3814","119","274860","12130668","26110777","10520942","31725455","425227","12559","30888805","471294789","372626926","105917188"
"INDIA","2021-08-03","42530","561","24","36552","1847518","5463671","1278785","284522","3734","114","269759","12241329","28766536","10363375","31767985","425788","12583","30925357","473142307","378090597","107195973"
"INDIA","2021-08-04","42797","532","11","41873","1751056","3035678","1020047","284154","3626","117","273095","12263590","28581004","10055034","31810782","426320","12594","30967230","474893363","381126275","108216020"
"INDIA","2021-08-05","45005","465","10","40906","1640287","4504775","1480525","284488","3542","109","271886","11882927","29490311","9803530","31855787","426785","12604","31008136","476533650","385631050","109696545"
"INDIA","2021-08-06","38705","616","11","40026","1783314","4410510","1271504","281694","3560","102","274592","11889926","30221247","9269883","31894492","427401","12615","31048162","478316964","390041560","110968049"
"INDIA","2021-08-07","39068","491","14","43935","1722221","4336591","1464292","278819","3509","103","279040","11822675","27571991","8939905","31933560","427892","12629","31092097","480039185","394378151","112432341"
"INDIA","2021-08-08","36036","447","8","39832","1728047","1289442","564825","274226","3532","97","282244","12121738","27673007","8768113","31969596","428339","12637","31131929","481767232","395667593","112997166"
"INDIA","2021-08-09","27428","376","-10","41461","1511313","4490464","1345045","271569","3488","68","284585","11983756","27531131","8425023","31997024","428715","12627","31173390","483278545","400158057","114342211"
"INDIA","2021-08-10","38380","496","11","40097","1777962","3438031","1142225","267419","3423","55","288130","11914200","25505491","8288463","32035404","429211","12638","31213487","485056507","403596088","115484436"
"INDIA","2021-08-11","41586","491","5","39127","2313689","3384241","1206254","266208","3382","49","285384","12476833","25854054","8474670","32076990","429702","12643","31252614","487370196","406980329","116690690"
"INDIA","2021-08-12","40081","583","13","42156","2100583","4649027","1262910","261284","3500","52","286634","12937129","25998306","8257055","32117071","430285","12656","31294770","489470779","411629356","117953600"
"INDIA","2021-08-13","38761","477","22","35759","2229798","5216759","1390188","261340","3361","63","282367","13383613","26804555","8375739","32155832","430762","12678","31330529","491700577","416846115","119343788"
"INDIA","2021-08-14","36135","491","0","37936","1923863","5729286","1927101","258407","3361","49","276368","13585255","28197250","8838548","32191967","431253","12678","31368465","493624440","422575401","121270889"
"INDIA","2021-08-15","33245","421","-1","35936","1181212","1497349","513649","255616","3335","40","272472","13038420","28405157","8787372","32225212","431674","12677","31404401","494805652","424072750","121784538"
"INDIA","2021-08-16","24696","438","2","36871","1823872","7122059","1751262","252884","3397","52","267882","13350979","31036752","9193589","32249908","432112","12679","31441272","496629524","431194809","123535800"
"INDIA","2021-08-17","35208","440","19","37143","1797559","4525247","1396174","249712","3341","60","264928","13370576","32123968","9447538","32285116","432552","12698","31478415","498427083","435720056","124931974"
"INDIA","2021-08-18","36502","527","17","39269","1873757","4382113","1454290","244628","3377","72","265070","12930644","33121840","9695574","32321618","433079","12715","31517684","500300840","440102169","126386264"
"INDIA","2021-08-19","36600","543","6","36457","2398862","4383862","1409193","241147","3337","65","259371","13228923","32856675","9841857","32358218","433622","12721","31554141","502699702","444486031","127795457"
"INDIA","2021-08-20","34308","376","10","36285","1876456","2817431","1018431","236694","3236","53","259897","12875581","30457347","9470100","32392526","433998","12731","31590426","504576158","447303462","128813888"
"INDIA","2021-08-21","31023","401","5","38577","1680081","3452188","1919839","231582","3146","58","260538","12631799","28180249","9462838","32423549","434399","12736","31629003","506256239","450755650","130733727"
"INDIA","2021-08-22","25420","385","3","44103","1295160","757884","302334","223757","3110","62","268705","12745747","27440784","9251523","32448969","434784","12739","31673106","507551399","451513534","131036061"
"INDIA","2021-08-23","24794","357","9","39553","1840393","4637675","1810535","223855","3029","69","271387","12762268","24956400","9310796","32473763","435141","12748","31712659","509391792","456151209","132846596"
"INDIA","2021-08-24","37739","650","-3","34148","1792755","4651574","1855214","226386","3239","47","268392","12757464","25082727","9769836","32511502","435791","12745","31746807","511184547","460802783","134701810"
"INDIA","2021-08-25","46129","605","9","34248","1944831","6078076","2263806","236013","3317","39","263371","12828538","26778690","10579352","32557631","436396","12754","31781055","513129378","466880859","136965616"
"INDIA","2021-08-26","44550","493","6","32925","1824931","5957914","2404153","243963","3267","39","259839","12254607","28352742","11574312","32602181","436889","12760","31813980","514954309","472838773","139369769"
"INDIA","2021-08-27","46806","514","14","31343","1933293","8037926","2742666","256461","3405","43","254897","12311444","33573237","13298547","32648987","437403","12774","31845323","516887602","480876699","142112435"
"INDIA","2021-08-28","45064","457","3","35811","1755327","5152003","2776790","270502","3461","41","252131","12386690","35273052","14155498","32694051","437860","12777","31881134","518642929","486028702","144889225"
"INDIA","2021-08-29","43374","527","13","34843","1503596","2477586","985845","288456","3603","51","242871","12595126","36992754","14839009","32737425","438387","12790","31915977","520146525","488506288","145875070"
"INDIA","2021-08-30","30248","205","3","36240","1394573","4514477","1632809","293910","3451","45","239558","12149306","36869556","14661283","32767673","438592","12793","31952217","521541098","493020765","147507879"
"INDIA","2021-08-31","43073","462","1","34112","1643195","10310762","3274102","299244","3263","49","239522","11999746","42528744","16080171","32810746","439054","12794","31986329","523184293","503331527","150781981"
"INDIA","2021-09-01","45975","507","14","35091","1684441","6468099","2455727","299090","3165","54","240365","11739356","42918767","16272092","32856721","439561","12808","32021420","524868734","509799626","153237708"
"INDIA","2021-09-02","45624","355","7","34665","1666334","5731712","2190922","300164","3027","55","242105","11580759","42692565","16058861","32902345","439916","12815","32056085","526535068","515531338","155428630"
"INDIA","2021-09-03","42667","342","5","36422","1704970","4334875","1916362","296025","2855","46","247184","11352436","38989514","15232557","32945012","440258","12820","32092507","528240038","519866213","157344992"
"INDIA","2021-09-04","42607","309","6","38087","1818180","4680717","2777599","293568","2707","49","249460","11415289","38518228","15233366","32987619","440567","12826","32130594","530058218","524546930","160122591"
"INDIA","2021-09-05","39537","218","9","43922","1410649","1834867","1037374","289731","2398","45","258539","11322342","37875509","15284895","33027156","440785","12835","32174516","531468867","526381797","161159965"
"INDIA","2021-09-06","30164","290","14","42946","1720481","8334026","3186988","289647","2483","56","265245","11648250","41695058","16839074","33057320","441075","12849","32217462","533189348","534715823","164346953"
"INDIA","2021-09-07","38135","368","-3","39101","1753745","5842003","2638239","284709","2389","52","270234","11758800","37226299","16203211","33095455","441443","12846","32256563","534943093","540557826","166985192"
"INDIA","2021-09-08","43401","339","10","40620","1874150","6339180","2715230","282135","2221","48","275763","11948509","37097380","16462714","33138856","441782","12856","32297183","536817243","546897006","169700422"
"INDIA","2021-09-09","24151","258","16","24397","1787611","4946114","2241044","260662","2124","57","265495","12069786","36311782","16512836","33163007","442040","12872","32321580","538604854","551843120","171941466"
"INDIA","2021-09-10","37875","310","14","36671","1592135","4698307","2106795","255870","2092","66","265744","11956951","36675214","16703269","33200882","442350","12886","32358251","540196989","556541427","174048261"
"INDIA","2021-09-11","31288","338","5","37886","1608840","4560538","3057152","244551","2121","65","265543","11747611","36555035","16982822","33232170","442688","12891","32396137","541805829","561101965","177105413"
"INDIA","2021-09-12","31441","219","4","40699","1208247","3732783","1897482","236455","2122","60","262320","11545209","38452951","17842930","33263611","442907","12895","32436836","543014076","564834748","179002895"
"INDIA","2021-09-13","24414","340","6","39815","1430891","5676493","2724188","230705","2172","52","259189","11255619","35795418","17380130","33288025","443247","12901","32476651","544444967","570511241","181727083"
"INDIA","2021-09-14","27502","281","5","37993","1610829","4146014","2527939","220072","2085","60","258081","11112703","34099429","17269830","33315527","443528","12906","32514644","546055796","574657255","184255022"
"INDIA","2021-09-15","30355","432","10","38353","1645933","3989496","2815364","207026","2178","60","255814","10884486","31749745","17369964","33345882","443960","12916","32552997","547701729","578646751","187070386"
"INDIA","2021-09-16","34653","318","9","37888","1527420","3960154","2748453","217528","2238","53","269305","10624295","30763785","17877373","33380535","444278","12925","32590885","549229149","582606905","189818839"
"INDIA","2021-09-17","35354","285","9","33833","1551124","13484941","9398404","215007","2213","48","266467","10583284","39550419","25168982","33415889","444563","12934","32624718","550780273","596091846","199217243"
"INDIA","2021-09-18","31130","306","11","39652","1559895","4954604","4108638","214849","2181","54","268233","10534339","39944485","26220468","33447019","444869","12945","32664370","552340168","601046450","203325881"
"INDIA","2021-09-19","30828","296","7","43217","1281598","2620323","1575490","214236","2258","57","270751","10607690","38832025","25898476","33477847","445165","12952","32707587","553621766","603666773","204901371"
"INDIA","2021-09-20","24907","251","6","34470","1413951","5901387","4044296","214729","2169","57","265406","10590750","39056919","27218584","33502754","445416","12958","32742057","555035717","609568160","208945667"
"INDIA","2021-09-21","27338","385","4","34160","1718565","4822066","3179861","214565","2273","56","261573","10698486","39732971","27870506","33530092","445801","12962","32776217","556754282","614390226","212125528"
"INDIA","2021-09-22","32010","280","13","31997","1612731","4122774","3351521","216220","2121","59","255217","10665284","39866249","28406663","33562102","446081","12975","32808214","558367013","618513000","215477049"
"INDIA","2021-09-23","31411","318","13","32510","1565696","4389393","3138584","212978","2121","63","249839","10703560","40295488","28796794","33593513","446399","12988","32840724","559932709","622902393","218615633"
"INDIA","2021-09-24","29565","291","8","28049","1728674","4272481","3138653","207189","2127","62","244055","10881110","31083028","22537043","33623078","446690","12996","32868773","561661383","627174874","221754286"
"INDIA","2021-09-25","28169","259","15","26021","1581862","3656211","3496156","204228","2080","66","230424","10903077","29784635","21924561","33651247","446949","13011","32894794","563243245","630831085","225250442"
"INDIA","2021-09-26","26999","276","7","29625","1165006","2385201","1692283","200399","2060","66","216832","10786485","29549513","22041354","33678246","447225","13018","32924419","564408251","633216286","226942725"
"INDIA","2021-09-27","14907","181","7","24251","1321780","6398376","4151249","190399","1990","67","206613","10694314","30046502","22148307","33693153","447406","13025","32948670","565730031","639614662","231093974"
"INDIA","2021-09-28","21898","375","5","29944","1720154","3248899","2705955","184959","1980","68","202397","10695903","28473335","21674401","33715051","447781","13030","32978614","567450185","642863561","233799929"
"INDIA","2021-09-29","23166","313","9","28726","1506254","3610180","3196908","176115","2013","64","199126","10589426","27960741","21519788","33738217","448094","13039","33007340","568956439","646473741","236996837"
"INDIA","2021-09-30","27285","278","7","28204","1520899","3755304","2982125","171989","1973","58","194820","10544629","27326652","21363329","33765502","448372","13046","33035544","570477338","650229045","239978962"
"INDIA","2021-10-01","23918","233","8","25460","1517652","4102699","3170848","166342","1915","58","192231","10333607","27156870","21395524","33789420","448605","13054","33061004","571994990","654331744","243149810"
